AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription,label,numLabel
0.2948911786,0.4000669122,0.3231752515,0.3063106537,0.1373791546,0.0,0.3154978752,0.0980751738,0.4631306231,0.0900497958,0.3748170137,0.2646066844,0.5428012609,0.0,0.5376972556,0.4510634243,0.0018065117,0.0629843846,0.0765079036,0.4791189432,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\987736\9877360128\9877360128.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5428012609; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5376972556; ",engaged,1
0.5956646204,0.5388409495,0.5251507759,0.3661246896,0.1046021506,0.0,0.3997610509,0.7213509679,0.4716869891,0.0859808773,0.2266066372,0.492113024,0.4553390741,0.0,0.2461153716,0.4881598949,0.6378139257,0.4449545145,0.0304458141,0.5981346965,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310068\3100681017\3100681017.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7213509679; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.6378139257; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.5981346965; ",bored,3
0.5340207815,0.5307433009,0.2981471717,0.3561195433,0.2019725442,0.0,0.3322586715,0.0167019852,0.4721030891,0.3221013248,0.6515536308,0.1496053189,0.6062607169,0.0,0.4745592475,0.5700262785,0.0074008843,0.0353877246,0.2403732687,0.142066583,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\907001\907001670\907001670.mp4,"Dimpler, using the muscles: Buccinator, with a value of 0.6515536308; Chin Raiser, using the muscles: Mentalis, with a value of 0.6062607169; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5700262785; ",engaged,1
0.2930495441,0.4681383073,0.2329147756,0.4163146913,0.1251523793,1.0,0.1742913276,0.0369268432,0.4972251654,0.1917344928,0.3937311769,0.3299750686,0.5863804817,0.0,0.4655754566,0.4490188658,0.1392024755,0.3012311757,0.1285692304,0.0348132886,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\882654\8826540290\8826540290.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5863804817; ",engaged,1
0.4797525108,0.4612740874,0.6788877249,0.4173103273,0.4723501503,1.0,0.6280927658,0.014106608,0.4782893062,0.4755233824,0.4790236354,0.3036836386,0.4544562399,0.0,0.4645313919,0.5731186867,0.1500795037,0.1053017825,0.1948189586,0.6201115847,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410030\4100302043\4100302043.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5731186867; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.6201115847; ",bored,3
0.2151646763,0.3914328516,0.2515152097,0.3366315663,0.1465668827,1.0,0.3608542383,0.5190304518,0.4689713717,0.3613695204,0.3225965202,0.231798172,0.5214192867,1.0,0.48298195,0.5917248726,0.0199093986,0.1427193731,0.0802990422,0.0205019806,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210053\2100531048\2100531048.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5190304518; Chin Raiser, using the muscles: Mentalis, with a value of 0.5214192867; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5917248726; ",engaged,1
0.2129624933,0.4851326346,0.5637263656,0.6677796841,0.1313218325,0.0,0.250177145,0.2069534957,0.4703682661,0.1387934089,0.3162319958,0.1431093812,0.489171356,0.0,0.2963231504,0.573753953,0.036017634,0.0968772024,0.1356999427,0.0308732614,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\400018\4000182031\4000182031.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.573753953; ",engaged,1
0.3731647134,0.5528514385,0.2486949265,0.4905534983,0.423404634,0.0,0.3607326746,0.8222357631,0.4920705557,0.4902466238,0.3374744654,0.2082476318,0.6645930409,0.0,0.5121392012,0.4923142791,0.6869687438,0.0815561861,0.1374528557,0.1449887753,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110001\1100012014\1100012014.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8222357631; Chin Raiser, using the muscles: Mentalis, with a value of 0.6645930409; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5121392012; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.6869687438; ",engaged,1
0.21196343,0.4180979729,0.3799142838,0.3214657903,0.1983859092,0.0,0.4616541266,0.4147580564,0.4709492326,0.1526720822,0.2518226206,0.2358868718,0.5478129983,0.0,0.3094246686,0.465880394,0.0082798162,0.08817368,0.304679662,0.3299113214,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\111003\1110031050\1110031050.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5478129983; ",engaged,1
0.5247029662,0.4643287659,0.2206501067,0.4367373288,0.1524633467,1.0,0.2565430999,0.4945736527,0.4701250792,0.0965820923,0.3075796366,0.2838658094,0.6752494574,0.0,0.3223991692,0.5450382233,0.1391654313,0.145490557,0.0557714254,0.2003106475,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\769862\7698620258\7698620258.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6752494574; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5450382233; ",engaged,1
0.2593203187,0.440379411,0.2335722148,0.4075733721,0.1502130032,0.0,0.3937381804,0.0221976172,0.4721011221,0.1459836811,0.3015099466,0.1369595081,0.6003896594,0.0,0.3220042884,0.4969844222,0.120595865,0.1065876111,0.0998938084,0.1225907132,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\500039\5000391054\5000391054.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6003896594; ",bored,3
0.2041732371,0.4863888323,0.3415839076,0.3260709941,0.1590557396,0.0,0.2882286906,0.5451821685,0.4810445011,0.2262221128,0.6801059246,0.1911357045,0.4348467588,1.0,0.5067526102,0.5658782125,0.003872327,0.2674859464,0.4309798777,0.1063604429,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310082\3100821034\3100821034.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5451821685; Dimpler, using the muscles: Buccinator, with a value of 0.6801059246; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5067526102; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5658782125; ",engaged,1
0.4553245306,0.4473163784,0.6184615493,0.4280649722,0.1010529473,1.0,0.3257430196,0.1212167069,0.4648533463,0.0656694099,0.1787694395,0.5788636804,0.4259139299,0.0,0.2770507336,0.4419124424,0.0649502799,0.1612656265,0.06757541,0.0396171063,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\202614\2026140237\2026140237.mp4,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5788636804; ",engaged,1
0.2585685551,0.3940469325,0.3104799688,0.5830185413,0.261334002,0.0,0.2820179462,0.3129157424,0.4937568009,0.5013747215,0.5731639862,0.324057132,0.6344286203,0.0,0.3859884441,0.556633234,0.0167206414,0.0821297169,0.0849442706,0.0129853506,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510009\5100092061\5100092061.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5013747215; Dimpler, using the muscles: Buccinator, with a value of 0.5731639862; Chin Raiser, using the muscles: Mentalis, with a value of 0.6344286203; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.556633234; ",engaged,1
0.3935187757,0.4561931491,0.4276486933,0.7181110382,0.1502725333,0.0,0.2266494483,0.0197361223,0.4658352137,0.0831389725,0.1176291332,0.694588542,0.498891145,0.0,0.1947332174,0.4413312078,0.055208005,0.2873596251,0.0223416165,0.0328922085,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\414081\4140810144\4140810144.avi,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.694588542; ",engaged,1
0.2973822057,0.5344758034,0.5275554657,0.3963857889,0.629047215,0.0,0.5275049806,0.3530260324,0.4719559848,0.6383808255,0.7048040032,0.3020501137,0.4221509099,1.0,0.630471766,0.5041213036,0.293727994,0.1897797883,0.0215636399,0.1273596138,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\500095\5000951017\5000951017.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.6383808255; Dimpler, using the muscles: Buccinator, with a value of 0.7048040032; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.630471766; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5041213036; ",bored,3
0.2963424921,0.5234327912,0.3487762213,0.4215803742,0.1132683679,0.0,0.1941798776,0.0655796602,0.4903758764,0.0920870006,0.2974823713,0.3506031334,0.4798453152,0.0,0.3348470926,0.515986383,0.2901120186,0.1528932154,0.1224659756,0.029280616,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310069\3100692034\3100692034.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.515986383; ",engaged,1
0.2035883665,0.5041806698,0.1692308336,0.4471188188,0.6198433638,1.0,0.4592319429,0.5679148436,0.494237721,0.7439339757,0.6388156414,0.094010666,0.638066709,1.0,0.242659077,0.5715327263,0.0583654419,0.2495103776,0.0420558564,0.0679408014,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310074\3100741077\3100741077.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5679148436; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.7439339757; Dimpler, using the muscles: Buccinator, with a value of 0.6388156414; Chin Raiser, using the muscles: Mentalis, with a value of 0.638066709; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5715327263; ",engaged,1
0.4324327409,0.4376403987,0.3095823228,0.4912529588,0.1370352209,0.0,0.3475184143,0.1312012672,0.4652746022,0.0539788678,0.104395017,0.4385411441,0.5153669715,0.0,0.326638937,0.4426742494,0.1116859093,0.0747793466,0.0167554934,0.0322051942,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\414081\4140810145\4140810145.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5153669715; ",engaged,1
0.2493600249,0.4584978521,0.3591556549,0.4218046069,0.1441477239,1.0,0.1925444901,0.7526507974,0.5031033158,0.1981796175,0.5248910189,0.5383380055,0.4939244986,1.0,0.5600620508,0.5693160295,0.0425748006,0.1459277123,0.0891542658,0.0151350712,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\522129\5221290227\5221290227.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7526507974; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5031033158; Dimpler, using the muscles: Buccinator, with a value of 0.5248910189; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5383380055; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5600620508; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5693160295; ",engaged,1
0.24194175,0.3776915073,0.3904536664,0.6263609529,0.1433263272,0.0,0.3071547449,0.0338856839,0.4668077826,0.2501300573,0.2699971497,0.3686595559,0.5650223494,0.0,0.5297541618,0.577470839,0.0160446111,0.1355454773,0.3388368785,0.0196719114,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110005\1100051046\1100051046.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5650223494; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5297541618; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.577470839; ",engaged,1
0.5683591366,0.5681455135,0.2079498321,0.400767535,0.5312053561,0.0,0.2003561407,0.2206543088,0.481964469,0.704946816,0.7397788763,0.1852146387,0.5105974078,1.0,0.3375671804,0.5609562993,0.1012072191,0.1175321788,0.0582186505,0.0430205315,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\411031\4110312006\4110312006.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.704946816; Dimpler, using the muscles: Buccinator, with a value of 0.7397788763; Chin Raiser, using the muscles: Mentalis, with a value of 0.5105974078; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5609562993; ",engaged,1
0.3657507896,0.4280394614,0.451031357,0.4641730487,0.296576798,1.0,0.3614465892,0.2274127305,0.4772905111,0.1350878775,0.4224167466,0.1551968753,0.6197855473,0.0,0.349255532,0.5020626187,0.035195265,0.1502679884,0.0148045206,0.0474783331,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\500039\5000391062\5000391062.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6197855473; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5020626187; ",engaged,1
0.1879331917,0.4510715008,0.4419402778,0.4192614257,0.1351361126,1.0,0.2418216169,0.0022764672,0.4701177478,0.1689202338,0.4843044281,0.1677130908,0.5117127299,0.0,0.548709631,0.5635962486,0.1529638916,0.3276997507,0.1542467773,0.0225801691,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\200054\2000541040\2000541040.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5117127299; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.548709631; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5635962486; ",engaged,1
0.5789244771,0.497563839,0.5195028186,0.4198670089,0.1126590595,0.0,0.2053300291,0.0007885743,0.4706785977,0.0614806935,0.2635590732,0.2066311538,0.6571654677,0.0,0.3271467388,0.5678179264,0.0025441707,0.0772549137,0.1660037935,0.0252332576,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400023\4000231011\4000231011.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6571654677; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5678179264; ",engaged,1
0.216825515,0.4645846486,0.2626918852,0.4212396145,0.2043138295,0.0,0.353173852,0.182556808,0.4741978347,0.1155607402,0.4457359612,0.2418140024,0.5252506137,0.0,0.2304164618,0.4674879313,0.1317548305,0.1007996276,0.2664765716,0.0355552845,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\500044\5000441062\5000441062.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5252506137; ",engaged,1
0.1950857192,0.4305883348,0.2176123559,0.3030328453,0.2700025439,1.0,0.4334794581,0.0990123749,0.4821609259,0.2056602985,0.3950932026,0.2075704336,0.6387348175,0.0,0.4450866282,0.6069214344,0.0007921748,0.0676836222,0.1806302071,0.0926923528,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\350361\3503610224\3503610224.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6387348175; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6069214344; ",engaged,1
0.3228982687,0.4286371768,0.7047919035,0.3176872432,0.1861109734,1.0,0.3848307729,0.9014139771,0.4669772685,0.0940897688,0.4329174161,0.2346447557,0.5319277048,0.0,0.4983838201,0.5071314573,0.0014373501,0.133289665,0.1195085645,0.0479182452,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110012\1100122003\1100122003.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9014139771; Chin Raiser, using the muscles: Mentalis, with a value of 0.5319277048; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5071314573; ",engaged,1
0.2648709416,0.4413653314,0.5372363925,0.3834096193,0.0954319686,1.0,0.193309769,0.406781137,0.4637212455,0.0984219983,0.5302768946,0.3610403538,0.406974256,1.0,0.6437359452,0.6018820405,0.0193423182,0.0875965133,0.3037624955,0.0373258404,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\414081\4140810272\4140810272.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.5302768946; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6437359452; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6018820405; ",bored,3
0.226812169,0.4046035409,0.3570461571,0.4266231954,0.434976995,0.0,0.4472220242,0.9296533465,0.4765304625,0.417221725,0.4063013494,0.54274863,0.7230936885,0.0,0.3581197262,0.5749841928,0.1283636242,0.1691919416,0.0694752038,0.059525609,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510035\5100351040\5100351040.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9296533465; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.54274863; Chin Raiser, using the muscles: Mentalis, with a value of 0.7230936885; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5749841928; ",engaged,1
0.4077811539,0.4578693509,0.5604957938,0.4308671355,0.1301944852,0.0,0.2101205438,0.0267922413,0.4935417175,0.0848125592,0.3512904346,0.2606764138,0.4840153754,0.0,0.6592723727,0.5722680688,0.0066154804,0.1022425219,0.249664396,0.0301953796,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310081\3100811061\3100811061.avi,"Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6592723727; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5722680688; ",bored,3
0.2874830961,0.4808261395,0.2882167399,0.4271950126,0.2802569568,0.0,0.4075934887,0.1219567135,0.4737536907,0.1283315569,0.3803013563,0.1693145484,0.5792571902,0.0,0.2107673883,0.4698053896,0.0590081103,0.085548833,0.1156923249,0.0263618864,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\500044\5000441003\5000441003.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5792571902; ",engaged,1
0.2079799473,0.3822312057,0.6024116874,0.3252369165,0.1490094662,1.0,0.2915560901,0.8452640176,0.5023707151,0.0897329077,0.3466182947,0.1827293336,0.5315364003,0.0,0.4332220256,0.4470178485,0.0323734172,0.1209468469,0.2338613868,0.0199108683,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210059\2100592011\2100592011.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8452640176; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5023707151; Chin Raiser, using the muscles: Mentalis, with a value of 0.5315364003; ",engaged,1
0.4297222495,0.4337670207,0.4809413552,0.3921986818,0.2184634209,0.0,0.2499750853,0.6124802828,0.4709796906,0.0744316354,0.2590256035,0.3731733859,0.522380054,0.0,0.2517252564,0.5483136177,0.0041795997,0.1357785463,0.0681077167,0.0858618915,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\769862\7698620131\7698620131.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.6124802828; Chin Raiser, using the muscles: Mentalis, with a value of 0.522380054; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5483136177; ",engaged,1
0.2526281774,0.4149497747,0.3857941926,0.3694112301,0.2160687894,0.0,0.3098099232,0.0556399301,0.4714542329,0.0992451757,0.4631197155,0.3289537132,0.6052219868,0.0,0.3234420419,0.5294579864,0.0236829109,0.1361306608,0.1128896326,0.0975110605,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210060\2100602050\2100602050.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6052219868; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5294579864; ",engaged,1
0.5070683956,0.5180117488,0.4337646365,0.3689911664,0.1051680371,1.0,0.3059277534,0.0077815191,0.4645303488,0.1350642145,0.2658771873,0.1483594328,0.5319766402,0.0,0.608525455,0.573753953,0.005733842,0.2850344777,0.5708222985,0.041954264,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\940328\9403280266\9403280266.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5319766402; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.608525455; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.573753953; Lip Suck, using the muscles: Orbicularis Oris, with a value of 0.5708222985; ",engaged,1
0.2269935459,0.4744022787,0.4299834371,0.3549203575,0.4088889956,1.0,0.3591132462,0.3502283096,0.4690242708,0.2865855396,0.5527223945,0.1620585024,0.6025338173,0.0,0.4385426939,0.4403827488,0.0757953227,0.0663089082,0.1212762743,0.2117113024,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410029\4100292010\4100292010.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.5527223945; Chin Raiser, using the muscles: Mentalis, with a value of 0.6025338173; ",engaged,1
0.2637173235,0.5525650978,0.3381361067,0.4324720204,0.1319002509,1.0,0.2885309458,0.0081823664,0.4702065885,0.1693941057,0.3516081274,0.2749885023,0.42162925,0.0,0.4071561992,0.5962024331,0.0422472395,0.0866928697,0.4350596666,0.0190804452,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210053\2100531012\2100531012.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5962024331; ",engaged,1
0.6031700373,0.5732069016,0.3257491589,0.4765771925,0.1492367834,0.0,0.2035730332,0.3042158484,0.4974330664,0.1810102016,0.390324533,0.168514967,0.5989527106,0.0,0.2691215277,0.5001145601,0.0991696194,0.4057091177,0.2334430814,0.1423303634,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110017\1100172021\1100172021.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5989527106; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5001145601; ",engaged,1
0.2511646152,0.4038233459,0.5904356837,0.3376806378,0.1524220854,1.0,0.5366850495,0.2878736258,0.5038979053,0.0455999263,0.3752186894,0.390493542,0.534896493,0.0,0.5490621328,0.4511639178,0.0083743762,0.0965047926,0.0589696877,0.1674547642,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210061\2100612028\2100612028.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5038979053; Chin Raiser, using the muscles: Mentalis, with a value of 0.534896493; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5490621328; ",engaged,1
0.4744869173,0.4505632818,0.3642327487,0.3798870742,0.1352856457,0.0,0.3830814064,0.0353828333,0.4679781795,0.072119385,0.2872552574,0.4328244925,0.5862103701,0.0,0.336748898,0.5218262672,0.036787346,0.1635913998,0.1104876548,0.0360761583,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110007\1100072085\1100072085.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5862103701; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5218262672; ",bored,3
0.3448506594,0.5063489676,0.6827536821,0.2886927128,0.1717603207,1.0,0.3350145221,0.2475591153,0.4677583575,0.1302727312,0.3831067383,0.2535803914,0.5310065746,0.0,0.4181648791,0.4911275506,0.1020061001,0.1801306605,0.1364250928,0.8131705523,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\205601\2056010134\2056010134.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5310065746; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.8131705523; ",bored,3
0.4518928826,0.4006596804,0.7525692582,0.4371219575,0.7254945636,1.0,0.4093054235,0.0173762683,0.4757279456,0.5206443071,0.4259469509,0.0843652189,0.5616312027,0.0,0.1878086925,0.484703362,0.1894542575,0.5795732141,0.2879189849,0.2778306901,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410030\4100302051\4100302051.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5206443071; Chin Raiser, using the muscles: Mentalis, with a value of 0.5616312027; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.5795732141; ",bored,3
0.2476752698,0.4281481504,0.3867334425,0.373349309,0.1073759198,0.0,0.1512620151,0.0738334134,0.4633815885,0.0502764843,0.1755891442,0.2313797027,0.5796504617,0.0,0.4906791747,0.5843435526,0.0078945197,0.1394146383,0.1726641208,0.036520768,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110007\1100072009\1100072009.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5796504617; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5843435526; ",engaged,1
0.1408295631,0.3923200667,0.541236043,0.3626101613,0.5194067359,0.0,0.578707695,0.8881121278,0.5042643547,0.5993027687,0.7304492593,0.4553269744,0.6076484919,1.0,0.3936721981,0.5603850484,0.0251978394,0.0950021446,0.0811190382,0.1126944721,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510038\5100382055\5100382055.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8881121278; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5042643547; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5993027687; Dimpler, using the muscles: Buccinator, with a value of 0.7304492593; Chin Raiser, using the muscles: Mentalis, with a value of 0.6076484919; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5603850484; ",engaged,1
0.30588153,0.4945940673,0.5207160115,0.4508758187,0.3614315391,1.0,0.3171829879,0.3239316642,0.4703517258,0.2633485496,0.4961806536,0.2366637737,0.4922057688,0.0,0.3042861223,0.5635962486,0.0204040352,0.1105106845,0.026535796,0.0224006791,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410029\4100292050\4100292050.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5635962486; ",engaged,1
