act_au01_89-1,['528_1'-1]
act_au09_46-6,['7509_1'-1,'6033_1'-1,'1156_1'-1,'939_1'-1]
act_au10_49-28,['5917_1'-1,'5825_1'-1,'5656_1'-1,'5157_1'-1,'4976_1'-1,'3225_1'-1,'4608_1'-1,'2640_1'-1,'3891_1'-1,'3545_1'-1,'3450_1'-1,'836_1'-1]
act_au17_48-44,['7508_1'-1,'3048_1'-1,'3173_1'-1,'6751_1'-1,'6630_1'-1,'2091_1'-1,'5998_1'-1,'5847_1'-1,'5562_1'-1,'5362_1'-1,'2084_1'-1,'378_1'-1,'583_1'-1,'3778_1'-1,'1840_1'-1,'3118_1'-1,'2704_1'-1,'2313_1'-1,'2165_1'-1,'484_1'-1]
act_au24_49-38,['7508_1'-1,'4137_1'-1,'6964_1'-1,'6163_1'-1,'5995_1'-1,'5592_1'-1,'5230_1'-1,'2089_1'-1,'4909_1'-1,'4805_1'-1,'4623_1'-1,'4448_1'-1,'3958_1'-1,'3862_1'-1,'3630_1'-1,'1899_1'-1,'2865_1'-1,'1770_1'-1,'2622_1'-1,'2472_1'-1,'2164_1'-1,'1674_1'-1,'1498_1'-1,'191_1'-1]
act_au43_8-19,['7508_1'-1,'7176_1'-1,'6505_1'-1,'4980_1'-1,'4325_1'-1,'4267_1'-1,'3656_1'-1,'2929_1'-1,'1170_1'-1]
act_au02_53-17,['7508_1'-1,'1092_1'-1,'4396_1'-1,'5215_1'-1,'4771_1'-1,'4549_1'-1,'4432_1'-1,'2590_1'-1,'457_1'-1,'2844_1'-1,'1044_1'-1]
act_au06_74-6,['7508_1'-1,'6129_1'-1,'113_1'-1]
act_au09_47-6,['7508_1'-1,'6112_1'-1,'1072_1'-1,'1156_1'-1]
act_au17_49-44,['7374_1'-1,'7226_1'-1,'6964_1'-1,'6846_1'-1,'6749_1'-1,'2921_1'-1,'6515_1'-1,'1203_1'-1,'126_1'-1,'5361_1'-1,'5231_1'-1,'1762_1'-1,'4925_1'-1,'4797_1'-1,'4119_1'-1,'3962_1'-1,'3862_1'-1,'3626_1'-1,'3264_1'-1,'3117_1'-1,'2734_1'-1,'2603_1'-1,'2311_1'-1]
act_au23_8-41,['7507_1'-1,'6839_1'-1,'6048_1'-1,'5723_1'-1,'5504_1'-1,'5090_1'-1,'1735_1'-2,'4416_1'-1,'4265_1'-1,'3995_1'-1,'3720_1'-1,'3584_1'-1,'3283_1'-1,'1807_1'-2,'2722_1'-1,'2410_1'-1,'1718_1'-1,'1492_1'-1,'557_1'-1]
act_au24_50-38,['7507_1'-1,'7014_1'-1,'6963_1'-1,'1899_1'-1,'5993_1'-1,'2402_1'-1,'5589_1'-1,'1720_1'-1,'4907_1'-1,'652_1'-1,'2634_1'-1,'3781_1'-1,'3629_1'-1,'3456_1'-1,'555_1'-1,'2861_1'-1,'1764_1'-1,'2621_1'-1,'2163_1'-1,'1689_1'-1,'1563_1'-1,'189_1'-1]
act_au43_9-17,['7507_1'-1,'7173_1'-1,'4979_1'-1,'4324_1'-1,'4265_1'-1,'3655_1'-1,'3249_1'-1,'2925_1'-1]
act_au07_75-21,['7507_1'-1,'6445_1'-1,'6317_1'-1,'6236_1'-1,'5780_1'-1,'4562_1'-1,'3419_1'-1,'2813_1'-1,'2463_1'-1,'1759_1'-1,'969_1'-1,'729_1'-1,'588_1'-1]
act_au09_48-6,['7507_1'-1,'3456_1'-1]
act_au10_50-27,['7507_1'-1,'6354_1'-1,'6137_1'-1,'5824_1'-1,'5654_1'-1,'4974_1'-1,'4890_1'-1,'4213_1'-1,'3448_1'-1,'3186_1'-1,'2250_1'-1,'1619_1'-1,'1298_1'-1,'1001_1'-1]
act_au06_75-6,['6314_1'-1,'6104_1'-1,'1029_1'-1]
act_au15_5-36,['7406_1'-1,'7259_1'-1,'7026_1'-1,'6746_1'-1,'6524_1'-1,'6047_1'-1,'5396_1'-1,'4581_1'-1,'4272_1'-1,'4146_1'-1,'3854_1'-1,'3055_1'-1,'2705_1'-1,'2574_1'-1,'2506_1'-1,'2409_1'-1,'815_1'-1,'568_1'-1,'299_1'-1]
act_au17_50-44,['7505_1'-1,'7373_1'-1,'7225_1'-1,'6963_1'-1,'5892_1'-1,'2262_1'-1,'6629_1'-1,'2508_1'-1,'70_1'-1,'5995_1'-1,'94_1'-1,'5360_1'-1,'5230_1'-1,'5032_1'-1,'4924_1'-1,'1801_1'-1,'4457_1'-1,'4355_1'-1,'3776_1'-1,'3625_1'-1,'2865_1'-1,'2599_1'-1,'587_1'-1,'189_1'-1]
act_au23_9-39,['7505_1'-1,'6510_1'-1,'1684_1'-1,'3230_1'-1,'5721_1'-1,'5237_1'-1,'4911_1'-1,'4818_1'-1,'4414_1'-1,'3993_1'-1,'3258_1'-1,'3717_1'-1,'1670_1'-1,'3135_1'-1,'2902_1'-1,'2592_1'-1,'2085_1'-1,'1490_1'-1]
act_au24_51-37,['7505_1'-1,'7363_1'-1,'2220_1'-1,'1899_1'-1,'5832_1'-1,'5585_1'-1,'5061_1'-1,'4906_1'-1,'3820_1'-1,'4619_1'-1,'4447_1'-1,'3956_1'-1,'3865_1'-1,'3628_1'-1,'3453_1'-1,'3262_1'-1,'2859_1'-1,'1832_1'-1,'2468_1'-1,'2277_1'-1,'1839_1'-1,'2016_1'-1,'188_1'-1]
act_au43_10-16,['7505_1'-1,'2905_1'-1,'6503_1'-1,'4977_1'-1,'4258_1'-1,'3715_1'-1,'3219_1'-1,'2922_1'-1]
act_au10_51-26,['6914_1'-1,'6353_1'-1,'1651_1'-1,'4604_1'-1,'4212_1'-1,'3889_1'-1,'3447_1'-1,'2144_1'-1,'2248_1'-1,'1617_1'-1,'1266_1'-1,'996_1'-1]
act_au02_54-17,['1092_1'-1,'5458_1'-1,'5213_1'-1,'1734_1'-1,'4294_1'-1,'3562_1'-1,'3007_1'-1,'2842_1'-1]
act_au06_76-6,['7504_1'-1,'153_1'-1,'1026_1'-1]
act_au07_76-21,['7504_1'-1,'7226_1'-1,'592_1'-1,'6172_1'-1,'5780_1'-1,'5023_1'-1,'5177_1'-1,'4560_1'-1,'2462_1'-1,'967_1'-1,'724_1'-1]
act_au09_49-6,['7504_1'-1,'5886_1'-1,'3454_1'-1,'929_1'-1]
act_au17_51-44,['7168_1'-1,'2220_1'-1,'6845_1'-1,'6513_1'-1,'1149_1'-1,'5845_1'-1,'5359_1'-1,'79_1'-1,'4923_1'-1,'4796_1'-1,'3831_1'-1,'4240_1'-1,'4118_1'-1,'731_1'-1,'3117_1'-1,'2864_1'-1,'2307_1'-1,'623_1'-1,'481_1'-1,'188_1'-1]
act_au23_10-38,['7503_1'-1,'7230_1'-1,'2592_1'-1,'6773_1'-1,'6509_1'-1,'2825_1'-1,'5716_1'-1,'5235_1'-1,'2702_1'-1,'4374_1'-1,'4256_1'-1,'3992_1'-1,'3843_1'-1,'2021_1'-1,'3542_1'-1,'3133_1'-1,'2964_1'-1,'2900_1'-1,'2522_1'-1,'1531_1'-1,'824_1'-1,'626_1'-1]
act_au24_52-37,['7503_1'-1,'6842_1'-1,'1720_1'-1,'6962_1'-1,'2702_1'-2,'5831_1'-1,'5060_1'-1,'4803_1'-1,'4617_1'-1,'2729_1'-1,'4119_1'-1,'3955_1'-1,'3848_1'-1,'652_1'-1,'3451_1'-1,'1773_1'-1,'2619_1'-1,'1840_1'-1,'2013_1'-1,'1494_1'-1,'1064_1'-1,'186_1'-1]
act_au25_63-5,['7503_1'-1,'5636_1'-1,'2286_1'-1,'1292_1'-1]
act_au12_68-8,['4599_1'-1,'3410_1'-1]
act_au06_77-6,['6307_1'-1,'1023_1'-1]
act_au09_50-6,['7501_1'-1,'3452_1'-1]
act_au10_52-25,['7501_1'-1,'7298_1'-1,'3970_1'-1,'6352_1'-1,'760_1'-1,'4841_1'-1,'4603_1'-1,'4334_1'-1,'4211_1'-1,'3882_1'-1,'2245_1'-1,'2007_1'-1,'993_1'-1,'7_1'-1]
act_au17_52-44,['7371_1'-1,'2733_1'-1,'6844_1'-1,'6511_1'-1,'6367_1'-1,'3181_1'-1,'5844_1'-1,'3683_1'-1,'5358_1'-1,'434_1'-1,'4353_1'-1,'4239_1'-1,'3774_1'-1,'3113_1'-1,'2861_1'-1,'1773_1'-1,'2596_1'-1,'2305_1'-1,'1840_1'-1,'2003_1'-1,'620_1'-1,'410_1'-1]
act_au24_53-36,['7500_1'-1,'7137_1'-1,'6961_1'-1,'5990_1'-1,'5830_1'-1,'5571_1'-1,'4903_1'-1,'2739_1'-1,'4346_1'-1,'3954_1'-1,'3847_1'-1,'53_1'-1,'1558_1'-1,'1765_1'-1,'2618_1'-1,'2464_1'-1,'2162_1'-1,'1492_1'-1,'1060_1'-1,'185_1'-1]
act_au25_64-5,['7500_1'-1,'5634_1'-1,'2286_1'-1,'1290_1'-1,'892_1'-1]
act_au07_77-21,['7225_1'-1,'6599_1'-1,'4195_1'-1,'1754_1'-1,'2461_1'-1,'1613_1'-1,'964_1'-1,'721_1'-1]
act_au06_78-6,['6306_1'-1,'273_1'-1]
act_au09_51-6,['4527_1'-1,'3452_1'-1,'923_1'-1]
act_au17_53-43,['7498_1'-1,'7370_1'-1,'2733_1'-1,'6628_1'-1,'5843_1'-1,'587_1'-1,'4454_1'-1,'1762_1'-1,'3773_1'-1,'3622_1'-1,'2859_1'-1,'2700_1'-1,'2311_1'-1,'2000_1'-1,'349_1'-1,'185_1'-1]
act_au24_54-36,['7498_1'-1,'555_1'-1,'6960_1'-1,'1580_1'-2,'3620_1'-1,'4902_1'-1,'4619_1'-1,'2150_1'-1,'3846_1'-1,'1840_1'-1,'3450_1'-1,'1764_1'-1,'2617_1'-1,'2463_1'-1,'2161_1'-1,'270_1'-1,'1809_1'-1,'1490_1'-1,'1058_1'-1,'184_1'-1]
act_au02_55-17,['7498_1'-1,'7147_1'-1,'5455_1'-1,'4770_1'-1,'4545_1'-1,'2559_1'-1,'4293_1'-1,'3561_1'-1,'2841_1'-1,'1369_1'-1]
act_au07_78-21,['6597_1'-1,'5794_1'-1,'5171_1'-1,'1703_1'-1,'1612_1'-1,'718_1'-1]
act_au12_69-8,['1017_1'-1,'3399_1'-1,'143_1'-1]
act_au06_79-6,['6305_1'-1]
act_au09_52-5,['4523_1'-1,'3450_1'-1,'1010_1'-1]
act_au17_54-43,['7369_1'-1,'2731_1'-1,'6960_1'-1,'6627_1'-1,'6509_1'-1,'5990_1'-1,'5842_1'-1,'5356_1'-1,'5023_1'-1,'4920_1'-1,'4351_1'-1,'3260_1'-1,'2858_1'-1,'2699_1'-1,'2595_1'-1,'2483_1'-1,'1997_1'-1,'619_1'-1,'407_1'-1,'184_1'-1]
act_au24_55-36,['7497_1'-1,'555_1'-1,'6958_1'-1,'5988_1'-1,'2402_1'-1,'4799_1'-1,'4619_1'-1,'4445_1'-1,'3295_1'-1,'3626_1'-1,'3503_1'-1,'1832_1'-1,'2616_1'-1,'2464_1'-1,'2160_1'-1,'1563_1'-1,'1055_1'-1,'181_1'-1]
act_au04_61-21,['7497_1'-1,'3079_1'-1,'5832_1'-1,'5578_1'-1,'4597_1'-1,'4205_1'-1,'3318_1'-1,'3112_1'-1,'2817_1'-1,'1435_1'-1,'1240_1'-1,'1008_1'-1,'812_1'-1]
act_au10_53-24,['6828_1'-1,'6349_1'-1,'760_1'-1,'5641_1'-1,'3719_1'-1,'3881_1'-1,'2250_1'-1,'2668_1'-1,'1616_1'-1,'982_1'-1]
act_au12_70-8,['7496_1'-1,'1017_1'-1,'1135_1'-1,'4593_1'-1,'3396_1'-1,'140_1'-1]
act_au23_11-36,['2237_1'-1,'7195_1'-1,'6761_1'-1,'6046_1'-1,'5693_1'-1,'5231_1'-1,'5082_1'-1,'4370_1'-1,'4254_1'-1,'3991_1'-1,'3841_1'-1,'3538_1'-1,'2394_1'-1,'1587_1'-1,'2713_1'-1,'2021_1'-1,'2521_1'-1,'2081_1'-1,'1711_1'-1,'1480_1'-1,'822_1'-1]
act_au06_80-6,['6295_1'-1,'6099_1'-1,'1016_1'-1]
act_au07_79-21,['7495_1'-1,'6440_1'-1,'5803_1'-1,'1703_1'-1,'657_1'-1,'2245_1'-1,'1954_1'-1,'1754_1'-1,'716_1'-1,'580_1'-1]
act_au09_53-5,['7495_1'-1,'4522_1'-1,'3448_1'-1,'923_1'-1]
act_au17_55-43,['7164_1'-1,'2861_1'-1,'874_1'-2,'6508_1'-1,'2831_1'-1,'5543_1'-1,'5355_1'-1,'587_1'-1,'3089_1'-1,'831_1'-1,'3799_1'-1,'3957_1'-1,'3259_1'-1,'3110_1'-1,'2301_1'-1,'1807_1'-1,'1666_1'-1,'406_1'-1]
act_au24_56-36,['6957_1'-1,'6725_1'-1,'5829_1'-1,'26_1'-1,'4900_1'-1,'652_1'-1,'3295_1'-1,'3763_1'-1,'3625_1'-1,'1832_1'-1,'2615_1'-1,'555_1'-1,'2159_1'-1,'1676_1'-1,'1487_1'-1,'1052_1'-1,'179_1'-1]
act_au02_56-16,['1796_1'-1,'7056_1'-1,'6931_1'-1,'4768_1'-1,'3557_1'-1,'2840_1'-1,'1368_1'-1]
act_au10_54-22,['6905_1'-1,'6827_1'-1,'1043_1'-1,'5903_1'-1,'5817_1'-1,'2894_1'-1,'4889_1'-1,'4599_1'-1,'4331_1'-1,'1651_1'-1]
act_au12_71-8,['1017_1'-1,'6319_1'-1,'148_1'-1]
act_au14_71-14,['1017_1'-1,'1193_1'-2,'696_1'-1,'5608_1'-1,'4654_1'-1,'3550_1'-1]
act_au23_12-36,['4143_1'-1,'7223_1'-1,'7067_1'-1,'6771_1'-1,'6505_1'-1,'5482_1'-1,'5219_1'-1,'2964_1'-1,'2844_1'-1,'3983_1'-1,'2722_1'-1,'3270_1'-1,'2942_1'-1,'2898_1'-1,'1597_1'-1,'2519_1'-1,'2081_1'-1,'1831_1'-1,'1470_1'-1,'816_1'-1]
act_au06_81-6,[]
act_au07_80-21,['7578_1'-1,'7220_1'-1,'6596_1'-1,'2192_1'-1,'5898_1'-1,'5793_1'-1,'5165_1'-1,'4192_1'-1,'3413_1'-1,'2464_1'-1,'2244_1'-1,'1952_1'-1,'568_1'-1]
act_au17_56-42,['7368_1'-1,'7162_1'-1,'6841_1'-1,'6746_1'-1,'4171_1'-1,'5354_1'-1,'5021_1'-1,'4452_1'-1,'2318_1'-1,'3258_1'-1,'654_1'-1,'3056_1'-1,'2855_1'-1,'1832_1'-1,'2480_1'-1,'2300_1'-1,'1994_1'-1,'1664_1'-1,'638_1'-1]
act_au24_57-36,['3242_1'-1,'5791_1'-1,'5566_1'-1,'5053_1'-1,'2714_1'-1,'1801_1'-1,'4619_1'-1,'3734_1'-1,'1702_1'-1,'3948_1'-1,'3295_1'-1,'3761_1'-1,'3623_1'-1,'3443_1'-1,'3256_1'-1,'1832_1'-1,'2614_1'-1,'2456_1'-1,'2268_1'-1,'2157_1'-1,'226_1'-1,'1486_1'-1,'270_1'-1,'176_1'-1]
act_au09_54-5,['6106_1'-1,'1156_1'-1,'3447_1'-1]
act_au10_55-22,['7494_1'-1,'6131_1'-1,'5901_1'-1,'760_1'-1,'3889_1'-1,'4740_1'-1,'4887_1'-1,'2722_1'-1,'3877_1'-1,'2664_1'-1,'1255_1'-1,'974_1'-1]
act_au12_72-8,['7494_1'-1,'6332_1'-1,'148_1'-1]
act_au23_13-35,['7376_1'-1,'2485_1'-1,'7184_1'-1,'7065_1'-1,'6818_1'-1,'6769_1'-1,'6503_1'-1,'5687_1'-1,'5481_1'-1,'2825_1'-1,'4368_1'-1,'4251_1'-1,'4161_1'-1,'3981_1'-1,'3840_1'-1,'3701_1'-1,'1670_1'-2,'3127_1'-1,'2518_1'-1,'2394_1'-1,'2076_1'-1,'1791_1'-1,'1698_1'-1,'1467_1'-1,'815_1'-1]
act_au06_82-6,['6290_1'-1,'6097_1'-1,'95_1'-1]
act_au07_81-21,['3_1'-1,'7219_1'-1,'6314_1'-1,'5894_1'-1,'2377_1'-1,'5162_1'-1,'3413_1'-1,'2807_1'-1,'2460_1'-1,'1751_1'-1,'1607_1'-1,'559_1'-1]
act_au17_57-42,['583_1'-1,'7159_1'-1,'3066_1'-1,'1708_1'-1,'6505_1'-1,'6360_1'-1,'5353_1'-1,'3089_1'-1,'4451_1'-1,'4349_1'-1,'3956_1'-1,'2144_1'-2,'3683_1'-1,'3257_1'-1,'546_1'-1,'3014_1'-1,'2479_1'-1,'1992_1'-1,'1662_1'-1,'663_1'-1,'403_1'-1]
act_au24_58-36,['7358_1'-1,'6955_1'-1,'5224_1'-1,'4898_1'-1,'4796_1'-1,'4619_1'-1,'4454_1'-1,'4341_1'-1,'3297_1'-1,'276_1'-1,'652_1'-1,'555_1'-1,'2089_1'-1,'1832_1'-1,'2611_1'-1,'2267_1'-1,'2196_1'-1,'1803_1'-1,'1563_1'-1,'1046_1'-1,'270_1'-1]
act_au04_62-21,['1414_1'-1,'6491_1'-1,'5973_1'-1,'5831_1'-1,'5035_1'-1,'4595_1'-1,'4220_1'-1,'739_1'-1,'875_1'-1,'2815_1'-1,'2456_1'-1,'2315_1'-1,'811_1'-1]
act_au09_55-5,['4518_1'-1,'3445_1'-1,'915_1'-1]
act_au12_73-8,['7492_1'-1,'1119_1'-1,'140_1'-1]
act_au14_72-14,['7492_1'-1,'6339_1'-1,'6138_1'-1,'5606_1'-1,'4545_1'-1,'3713_1'-1,'1193_1'-1]
act_au06_83-6,['6289_1'-1,'4571_1'-1,'1008_1'-1,'91_1'-1]
act_au07_82-21,['7491_1'-1,'7218_1'-1,'6595_1'-1,'4607_1'-1,'5893_1'-1,'5160_1'-1,'3409_1'-1,'2806_1'-1,'683_1'-1,'1671_1'-1,'1737_1'-1,'705_1'-1]
act_au17_58-42,['7366_1'-1,'7153_1'-1,'6955_1'-1,'831_1'-1,'6503_1'-1,'6357_1'-1,'5352_1'-1,'3743_1'-1,'5016_1'-1,'3840_1'-1,'3955_1'-1,'3297_1'-1,'3769_1'-1,'3256_1'-1,'2117_1'-1,'2297_1'-1,'2196_1'-1,'1990_1'-1,'663_1'-1,'402_1'-1]
act_au24_59-36,['7490_1'-1,'7353_1'-1,'5791_1'-1,'5825_1'-1,'5223_1'-1,'404_1'-1,'4795_1'-1,'4619_1'-1,'4443_1'-1,'3818_1'-1,'61_1'-1,'3945_1'-1,'3845_1'-1,'3622_1'-1,'1864_1'-1,'555_1'-1,'1832_1'-1,'2610_1'-1,'2450_1'-1,'2265_1'-1,'2155_1'-1,'1802_1'-1,'1484_1'-1,'270_1'-1,'166_1'-1]
act_au02_57-15,['7490_1'-1,'5448_1'-1,'4766_1'-1,'3002_1'-1,'2839_1'-1,'1034_1'-1]
act_au04_63-21,['7490_1'-1,'3125_1'-1,'6416_1'-1,'6489_1'-1,'5972_1'-1,'5309_1'-1,'5034_1'-1,'1143_1'-1,'4204_1'-1,'3111_1'-1,'2814_1'-1,'2455_1'-1]
act_au12_74-8,['1119_1'-1,'3374_1'-1,'130_1'-1]
act_au06_84-6,['6288_1'-1,'6122_1'-1,'4571_1'-1,'1007_1'-1,'89_1'-1]
act_au09_56-5,['7489_1'-1,'3443_1'-1,'913_1'-1]
act_au14_73-14,['6338_1'-1,'6137_1'-1,'5604_1'-1,'4544_1'-1,'3711_1'-1,'146_1'-1]
act_au17_59-42,['2003_1'-1,'3843_1'-1,'2831_1'-1,'4295_1'-1,'6356_1'-1,'5987_1'-1,'2234_1'-1,'5351_1'-1,'5015_1'-1,'4793_1'-1,'2559_1'-1,'3845_1'-1,'3768_1'-1,'831_1'-1,'3108_1'-1,'1770_1'-1,'2594_1'-1,'2477_1'-1,'2296_1'-1,'587_1'-1,'657_1'-1,'401_1'-1]
act_au24_60-36,['2003_1'-2,'7372_1'-1,'6954_1'-1,'1580_1'-1,'5562_1'-1,'3670_1'-1,'5050_1'-1,'4442_1'-1,'4340_1'-1,'2092_1'-1,'1720_1'-1,'3761_1'-1,'3621_1'-1,'555_1'-1,'1832_1'-1,'2609_1'-1,'2448_1'-1,'2264_1'-1,'2154_1'-1,'1815_1'-1,'1482_1'-1,'1039_1'-1,'176_1'-1]
act_au07_83-21,['7217_1'-1,'6594_1'-1,'5160_1'-1,'4190_1'-1,'2804_1'-1,'2457_1'-1,'2235_1'-1,'683_1'-1]
act_au12_75-8,['1119_1'-1,'4584_1'-1,'3373_1'-1,'1946_1'-1,'127_1'-1]
act_au02_58-15,['6927_1'-1,'5446_1'-1,'5207_1'-1,'48_1'-1,'4428_1'-1,'1032_1'-1]
act_au06_85-6,['6306_1'-1,'6287_1'-1,'6094_1'-1,'1133_1'-1,'1005_1'-1]
act_au14_74-14,['6337_1'-1,'5603_1'-1,'1033_1'-1]
act_au17_60-42,['7488_1'-1,'7365_1'-1,'3683_1'-1,'7059_1'-1,'6954_1'-1,'6839_1'-1,'6622_1'-1,'6497_1'-1,'5839_1'-1,'5350_1'-1,'5223_1'-1,'4792_1'-1,'4112_1'-1,'3767_1'-1,'2262_1'-1,'484_1'-1,'2851_1'-1,'2593_1'-1,'2476_1'-1,'546_1'-1,'1658_1'-1,'654_1'-1]
act_au24_61-36,['7488_1'-1,'555_1'-1,'7130_1'-1,'6953_1'-1,'3924_1'-1,'5220_1'-1,'4317_1'-1,'4441_1'-1,'3258_1'-1,'3758_1'-1,'3620_1'-1,'2846_1'-1,'1832_1'-1,'1517_1'-1,'1838_1'-1,'2089_1'-1,'276_1'-1,'1661_1'-1,'1563_1'-1,'1036_1'-1,'270_1'-1]
act_au07_84-19,['6592_1'-1,'6309_1'-1,'6097_1'-1,'2802_1'-1,'1602_1'-1,'698_1'-1,'553_1'-1]
act_au09_57-5,['1161_1'-1,'897_1'-1,'3441_1'-1]
act_au02_59-15,['7051_1'-1,'6925_1'-1,'5205_1'-1,'4760_1'-1,'4427_1'-1]
act_au06_86-6,['6306_1'-1,'153_1'-1,'4566_1'-1,'1001_1'-1,'82_1'-1]
act_au17_61-42,['7364_1'-1,'7152_1'-1,'7058_1'-1,'6953_1'-1,'6621_1'-1,'5984_1'-1,'5349_1'-1,'3295_1'-1,'3952_1'-1,'3258_1'-1,'3766_1'-1,'3169_1'-1,'3061_1'-1,'1764_1'-1,'126_1'-1,'1801_1'-1,'1657_1'-1,'81_1'-1,'617_1'-1]
act_au24_62-36,['7487_1'-1,'7352_1'-1,'7128_1'-1,'6952_1'-1,'5980_1'-1,'2372_1'-1,'5219_1'-1,'5049_1'-1,'4440_1'-1,'4384_1'-1,'26_1'-1,'3843_1'-1,'3757_1'-1,'3470_1'-1,'2844_1'-1,'1832_1'-1,'2609_1'-1,'2447_1'-1,'2152_1'-1,'1801_1'-1,'1659_1'-1,'1563_1'-1,'270_1'-2]
act_au25_65-5,['7487_1'-1,'2282_1'-1,'1289_1'-1,'888_1'-1]
act_au07_85-19,['6591_1'-1,'6307_1'-1,'4607_1'-1,'614_1'-1,'5154_1'-1,'2232_1'-1,'929_1'-1,'663_1'-1]
act_au09_58-5,['7486_1'-1,'6099_1'-1,'897_1'-1,'3439_1'-1]
act_au10_56-22,['7486_1'-1,'4278_1'-1,'974_1'-1,'5112_1'-1,'3875_1'-1,'1607_1'-1,'1253_1'-1,'971_1'-1]
act_au14_75-14,['7486_1'-1,'1193_1'-1,'5602_1'-1,'4051_1'-1,'3709_1'-1,'2138_1'-1,'1030_1'-1]
act_au02_60-15,['6924_1'-1,'4759_1'-1,'2919_1'-1,'2998_1'-1]
act_au04_64-21,['1029_1'-1,'6892_1'-1,'5970_1'-1,'1769_1'-1,'4202_1'-1,'3318_1'-1,'3110_1'-1,'2813_1'-1]
act_au06_87-6,['1029_1'-1,'6275_1'-1,'153_1'-1,'76_1'-1]
act_au17_62-42,['2964_1'-1,'7162_1'-1,'6743_1'-1,'6486_1'-1,'5982_1'-1,'5220_1'-1,'4791_1'-1,'4447_1'-1,'3843_1'-1,'3764_1'-1,'3106_1'-1,'3011_1'-1,'1832_1'-1,'2152_1'-1,'58_1'-1,'615_1'-1]
act_au24_63-36,['7485_1'-1,'7351_1'-1,'2729_1'-1,'6951_1'-1,'5819_1'-1,'739_1'-1,'276_1'-1,'4894_1'-1,'4600_1'-1,'4439_1'-1,'3934_1'-1,'3849_1'-1,'3430_1'-1,'2842_1'-1,'1832_1'-1,'2604_1'-1,'2161_1'-1,'652_1'-1,'1658_1'-1,'1486_1'-1,'270_1'-1,'159_1'-1]
act_au10_57-20,['6343_1'-1,'4206_1'-1,'3874_1'-1,'2000_1'-1,'1606_1'-1]
act_au14_76-14,['7484_1'-1,'6335_1'-1,'1434_1'-1,'4050_1'-1,'3764_1'-1,'3542_1'-1,'2137_1'-1,'1935_1'-1,'1027_1'-1]
act_au15_6-32,['7484_1'-1,'7405_1'-1,'6967_1'-1,'6041_1'-1,'5395_1'-1,'4467_1'-1,'4113_1'-1,'1997_1'-1,'4372_1'-1,'3275_1'-1,'583_1'-1,'2571_1'-1,'2164_1'-1,'563_1'-1]
act_au04_65-21,['6889_1'-1,'2233_1'-1,'739_1'-1,'4200_1'-1,'2812_1'-1,'2450_1'-1,'1431_1'-1]
act_au06_88-6,['7483_1'-1,'6270_1'-1,'153_1'-1,'995_1'-1,'71_1'-1]
act_au09_59-5,['7483_1'-1,'1147_1'-1,'3437_1'-1]
act_au12_76-8,['1135_1'-1]
act_au17_63-42,['7363_1'-1,'7151_1'-1,'6485_1'-1,'5981_1'-1,'5219_1'-1,'5009_1'-1,'4464_1'-1,'2729_1'-1,'4232_1'-1,'3849_1'-1,'3255_1'-1,'2161_1'-1,'70_1'-1,'615_1'-1]
act_au24_64-36,['7482_1'-1,'555_1'-1,'2729_1'-1,'6950_1'-1,'6134_1'-1,'5974_1'-1,'5556_1'-1,'2825_1'-1,'5047_1'-1,'652_1'-1,'4438_1'-1,'3932_1'-1,'2374_1'-1,'276_1'-1,'3428_1'-1,'2841_1'-1,'1773_1'-1,'2603_1'-1,'2443_1'-1,'2150_1'-1,'1995_1'-1,'1800_1'-1,'1657_1'-1,'1487_1'-1,'176_1'-1,'158_1'-1]
act_au02_61-15,['7482_1'-1,'6312_1'-1,'1089_1'-1,'4758_1'-1,'4426_1'-1,'3548_1'-1,'2995_1'-1]
act_au07_86-19,['6122_1'-1,'5787_1'-1,'4184_1'-1,'2231_1'-1,'1746_1'-1,'923_1'-1,'663_1'-1]
act_au10_58-19,['6824_1'-1,'5888_1'-1,'5812_1'-1,'4884_1'-1,'1001_1'-1,'4205_1'-1,'1998_1'-1,'1605_1'-1,'1250_1'-1]
act_au14_77-14,['1017_1'-1,'5600_1'-1,'2241_1'-1,'1987_1'-1,'1457_1'-1,'1024_1'-1]
act_au06_89-6,['6268_1'-1,'6093_1'-1,'1177_1'-1]
act_au09_60-5,['1147_1'-1,'3435_1'-1]
act_au12_77-8,['3370_1'-1,'1135_1'-1]
act_au17_64-42,['6842_1'-1,'7150_1'-1,'6950_1'-1,'3067_1'-1,'587_1'-1,'6619_1'-1,'5979_1'-1,'4790_1'-1,'2739_1'-1,'4362_1'-1,'4231_1'-1,'4108_1'-1,'546_1'-1,'3100_1'-1,'2846_1'-1,'1770_1'-1,'626_1'-1,'1977_1'-1,'610_1'-1]
act_au24_65-36,['276_1'-1,'7127_1'-1,'6949_1'-1,'5973_1'-1,'5554_1'-1,'5217_1'-1,'2577_1'-1,'4597_1'-1,'4437_1'-1,'4111_1'-1,'3295_1'-1,'3426_1'-1,'2840_1'-1,'1841_1'-1,'2601_1'-1,'2479_1'-1,'2257_1'-1,'2168_1'-1,'1799_1'-1,'555_1'-1,'1486_1'-1,'1031_1'-1,'157_1'-1]
act_au07_87-19,['4183_1'-1,'3397_1'-1,'2452_1'-1,'683_1'-1,'1745_1'-1,'1010_1'-1,'690_1'-1,'552_1'-1]
